date_time,Deezer,Twitter,Netflix,DailyMotion,Google
2019-03-16 00:00:00,7661294762.372342,4984220929.223143,19133650208.413185,3715762679.6041346,10035326274.574833
2019-03-16 00:06:00,8498106101.810575,5524231179.434992,26935645574.38857,5987104170.827886,11940842300.520784
2019-03-16 00:12:00,7840177554.438535,5007678321.701288,22284986908.69978,6016506794.7292595,10824929756.728718
2019-03-16 00:18:00,7324067392.044656,5175788245.560952,25178541125.383038,4996461630.407847,11422343679.146204
2019-03-16 00:24:00,6965789282.700068,4674172424.327259,25351358922.026768,5302893672.548418,11255965587.501259
2019-03-16 00:30:00,7464123349.857675,5098537791.605692,24273878887.19169,6422094459.132679,8733710384.109158
2019-03-16 00:36:00,7684906647.159808,5018723611.339528,29869739297.49145,4894057478.336713,8823540176.054146
2019-03-16 00:42:00,7673779947.625594,4663610078.389396,26605221290.31193,5884568786.806969,7693055603.592685
2019-03-16 00:48:00,6922309776.951559,4161496589.453737,23265060909.443245,4934180292.227582,8256744548.708166
2019-03-16 00:54:00,7785047676.298191,4339991879.0599,21927204818.397667,5201210008.425404,9114186218.169031
2019-03-16 01:00:00,7505515649.666351,3991800855.207425,23281551023.956387,4541524766.238799,8027121418.126917
2019-03-16 01:06:00,6126657054.776785,3618995871.2639327,18067685949.599503,3721126950.273156,8102796419.845434
2019-03-16 01:12:00,5762362214.592927,3396088367.0554857,20330239190.936058,3443724255.803575,7179352936.466275
2019-03-16 01:18:00,5516924205.395071,3386018553.4729037,17433325476.55374,3135823404.1129713,6625898782.691818
2019-03-16 01:24:00,5372422999.576186,3357619181.895527,15866270587.859531,3065290174.192037,6178342743.892232
2019-03-16 01:30:00,4708340274.65666,3213913573.8280807,15218002352.799078,3987077809.714106,6092213337.577761
2019-03-16 01:36:00,4672980708.277451,2863470965.265827,16856281569.13712,2811132442.520245,5756913744.7823715
2019-03-16 01:42:00,4332413915.100643,2864655503.23311,17338857398.98172,2447293081.825657,5722582615.017843
2019-03-16 01:48:00,4017420104.304964,2445630761.9719915,14193696646.259045,1857237371.930049,5693898608.1291275
2019-03-16 01:54:00,3077061113.4262376,2478035731.003907,16399107669.218412,2413452048.7340198,5258332574.602961
2019-03-16 02:00:00,3363014269.28963,2243901124.132396,16636470155.524384,2350431076.9622355,5384889577.347096
2019-03-16 02:06:00,3164154445.4570704,2306882209.673344,13516638687.68793,2786142346.721513,6072511512.399338
2019-03-16 02:12:00,3591548587.390799,2042145624.3143413,13578310417.680056,2343010188.386009,5832381114.290799
2019-03-16 02:18:00,2702935276.6589236,2325534580.019189,13996119157.369677,1784710970.462956,5279252182.837015
2019-03-16 02:24:00,3290725741.525091,2244839156.615028,13496833225.55978,1807755624.6056254,5290878583.039503
2019-03-16 02:30:00,2835009222.192288,2056203653.0746555,11560772149.20564,1867357167.5986536,4006447661.8858232
2019-03-16 02:36:00,2655183803.074045,1753981023.8327858,12464961257.32982,1772536419.5270574,4146164457.4119577
2019-03-16 02:42:00,2977037220.374125,1729693562.212962,13266971402.115751,1881383919.9352047,5107895742.470497
2019-03-16 02:48:00,2018056640.0926023,1923548219.1440926,11113431823.729395,1517454390.0245779,4474793230.591906
2019-03-16 02:54:00,1693681986.2954793,1514113338.9589164,10348027385.907616,1107143064.1300547,4690913685.121294
