date_time,Netflix,Twitter,DailyMotion,Google,Deezer
2019-04-17 22:48:00,2618364264.749151,421837328.4132558,322404705.7968611,1161469505.0602713,327832489.285582
2019-04-17 22:54:00,2505216177.0382023,487737892.6628325,332596359.8556016,1394573035.3631124,365161883.49583113
2019-04-17 23:00:00,2841951367.1762643,562553666.2379742,678410415.972891,1635575050.9593096,288010138.5353055
2019-04-17 23:06:00,2950987559.2136426,600560924.3594394,633244094.4737501,1023613128.263669,333271762.71056426
2019-04-17 23:12:00,3157553911.2122393,500633594.5957055,1044597794.5308033,1170122608.8604143,400752447.4515565
2019-04-17 23:18:00,4338287139.786076,430597765.3992161,442812878.1239841,1499034725.822438,341746195.3756812
2019-04-17 23:24:00,3376439810.3479147,414434959.88731647,449901692.75596464,1441869951.5084906,469978987.32230306
2019-04-17 23:30:00,4704874010.727579,369337518.33046895,593797498.770093,1347440770.433254,574635106.0237602
2019-04-17 23:36:00,2925371063.134644,367387609.3305877,376000886.48143387,1288335236.59903,488903498.5805461
2019-04-17 23:42:00,2750731736.0687995,396203071.11954683,610410646.2804209,1602349537.9020653,357307321.623244
2019-04-17 23:48:00,2194115659.0523906,344329418.14238524,429511271.16107583,1432929432.517802,543900369.0021777
2019-04-17 23:54:00,1631309437.2159314,216208765.95920172,273074465.11173433,1756420599.0224314,511671820.2557133
2019-04-18 01:00:00,1727079090.8299875,264402326.83298615,342875871.3338875,482079240.4600105,98548104.9080702
2019-04-18 01:06:00,1982915402.932176,235361806.8363959,388055601.0518633,441737241.61833495,138078094.98502433
2019-04-18 01:12:00,1423075722.3121033,190673257.0111876,394305248.15002793,726287557.2485363,160809210.33919433
2019-04-18 01:18:00,1616793464.5308418,228706030.2386124,328510975.984221,791128382.6442256,92225326.31139807
2019-04-18 01:24:00,2125511580.9789848,192782913.4111551,426990014.9556766,825767584.8787938,92129969.949705
2019-04-18 01:30:00,2189391882.238332,248204270.71364108,486024157.8975539,668530550.0017658,103135011.81130812
2019-04-18 01:36:00,2410671309.770909,209619999.0247695,79858640.17274557,769493901.7516073,198389520.1111024
2019-04-18 01:42:00,1843047018.3738093,227130424.0295414,133931806.92520916,709648926.810106,100839795.95499308
2019-04-18 01:48:00,1738109260.6607478,180094266.0166427,84792881.44037414,828483702.2459486,97608781.77262212
2019-04-18 01:54:00,1973027788.9212816,154574568.24003574,60146889.96697997,747577748.8853028,156346442.34298193
2019-04-18 02:00:00,1322836184.8642235,106123565.68471509,35385724.88424854,930957682.2621497,105864339.31401558
2019-04-18 02:06:00,2068525339.2169719,56532083.88405685,78218382.59886235,757718133.6615509,46228780.10644712
2019-04-18 02:12:00,1634143751.2823186,60174692.33808704,37197289.76612807,903613781.0399404,73725071.94657919
2019-04-18 02:18:00,1130074463.0512848,65320044.21646763,18319294.33867213,804225689.191038,46935404.48015525
2019-04-18 02:24:00,928666628.0251473,63379282.09966191,148724778.3199347,685537630.943599,56614941.83633451
2019-04-18 02:30:00,970892995.3117477,116112152.3009804,3616533.542953111,543089669.119071,43827272.80850358
2019-04-18 02:36:00,883828454.1546422,59965577.21361214,3972812.1783507257,847505381.7962942,16736915.674440784
2019-04-18 02:42:00,844958310.8601067,45666088.05117073,3329254.5262726694,594216636.9067616,58718371.89213116
2019-04-18 02:48:00,1110482393.117095,45442142.83960007,30020352.143145137,593297824.2924565,68885716.50122884
2019-04-18 02:54:00,859943554.5861696,66363304.54840997,6921307.7256950075,716499015.9207699,60318182.83091328
2019-04-18 03:00:00,714473876.347354,34950242.57826239,10244559.318197057,679966032.5196182,35725625.24952252
2019-04-18 03:06:00,1167135900.6961305,48336807.62883128,5410878.463996065,643271808.3450527,19188830.82202121
2019-04-18 03:12:00,712778859.9122124,76830259.12160602,953773.2904694264,643547194.1941401,26692162.44030271
2019-04-18 03:18:00,647988941.3380471,51887275.37547829,124543656.11328124,693554576.1595159,53450593.89935076
2019-04-18 03:24:00,697348532.273117,52235897.97973027,1775745.6201171875,673230741.8032465,17418370.9375
2019-04-18 03:30:00,668371942.5148923,44907746.783284135,5194925.094852717,697889193.5046078,33068138.09375
2019-04-18 03:36:00,463889429.2673328,63488318.40383705,65333033.0390625,712510764.3915592,69529583.61279349
2019-04-18 03:42:00,589348924.4990122,90073452.51126948,36048195.60473633,659380804.1288542,32171651.650611866
2019-04-18 03:48:00,498515053.2918938,92485251.95713209,23146093.41267529,556958678.4419867,71711646.77440941
