date_time,Deezer,Twitter,Netflix,DailyMotion,Google
2019-03-16 00:00:00,552334873.2965753,404187462.82834417,1382817639.280845,140855399.72953495,640305977.4164853
2019-03-16 00:06:00,276870199.1615999,322783030.55137247,1809203575.956565,146308049.66774842,955390745.362483
2019-03-16 00:12:00,269988979.48727185,281850144.3347252,1938721818.1400504,92947301.62652916,1130646158.5255609
2019-03-16 00:18:00,346791592.639522,216097319.04987177,1580709158.5619454,90605607.3571068,1824412996.60423
2019-03-16 00:24:00,496896322.70350057,324087307.0832399,1751479152.039459,179922077.99584073,1232712623.3161798
2019-03-16 00:30:00,357096144.2907502,323425860.68604815,1400659254.8378072,234540811.5307604,759461492.364274
2019-03-16 00:36:00,448501833.65050334,444310617.8209328,1434815710.6420414,110032737.2593959,940514409.8727794
2019-03-16 00:42:00,295958461.5242834,402921723.6094149,1935079544.3461013,73193173.46288657,638697768.8680723
2019-03-16 00:48:00,291469034.0631783,265269115.0716172,2030673730.140414,112664308.32145828,920073613.3760397
2019-03-16 00:54:00,386314621.4054698,387388893.315168,1806422420.1134613,148633063.34965783,919694050.6248188
2019-03-16 01:00:00,481846051.8274312,421234993.38742095,1413468158.013342,230948818.1546187,987905910.3521912
2019-03-16 01:06:00,1112917523.5074594,376903014.0710756,1711283359.039622,186963206.67303884,719251229.4533682
2019-03-16 01:12:00,807973939.2774594,289385069.7749709,1614800900.7031322,197233825.39536482,820371546.506762
2019-03-16 01:18:00,881759692.6373991,250502201.3827185,1450387838.9024286,260823240.462126,733427757.7422985
2019-03-16 01:24:00,875564343.0668098,235551878.3699271,1564864062.7589512,137542641.75387263,541306769.9392402
2019-03-16 01:30:00,935433747.7268026,319499566.7256441,1253410591.6223462,141855669.16469082,505804403.12346447
2019-03-16 01:36:00,577497614.0395577,382302631.0036438,1535794670.7810235,317907545.6774987,729890293.1535059
2019-03-16 01:42:00,207627857.88794664,432380145.60982895,1428523370.0237286,405832439.9109955,770525063.0913041
2019-03-16 01:48:00,418260998.3806627,233406243.29137632,1257212528.059068,310268912.98444647,768071749.6973245
2019-03-16 01:54:00,193363497.3738392,235362016.0729024,1146191944.4473286,36950291.81869243,598847881.6395254
2019-03-16 02:00:00,101869338.79116452,292193736.40928537,1592568129.6279616,46442899.64206324,586114664.9630408
2019-03-16 02:06:00,466533035.6792728,273275325.38421077,1181375934.8935502,42507214.48592502,1170640211.7115407
2019-03-16 02:12:00,432851228.4141076,292786449.29042274,843136255.7321992,117488891.76024854,808070630.0253913
2019-03-16 02:18:00,199599617.70282632,191417018.33417192,668038452.8278289,238303815.6825088,516943071.5439632
2019-03-16 02:24:00,183653437.85291472,164004185.21175766,666976447.5873005,70310313.6805719,415007916.8897822
2019-03-16 02:30:00,132300177.1594712,231164783.33692124,702408603.6295909,203084514.70809543,433591710.43718535
2019-03-16 02:36:00,137211000.81820533,157889668.53980276,922851175.8904103,151893925.7187706,293429130.75436676
2019-03-16 02:42:00,77300694.51383027,194906539.13960132,522686655.4612629,114626292.01047222,304596951.7847893
2019-03-16 02:48:00,116337009.17972474,219038290.0428677,1037691471.8613619,179820231.32821205,398429605.06353974
2019-03-16 02:54:00,295490819.56705546,132430552.12265892,1216658098.8076158,39511185.06091309,794732722.0219443
2019-03-16 03:00:00,813134766.7525773,116540466.18201299,632545207.5129075,22757202.10778809,412214969.2533609
2019-03-16 03:06:00,519329523.6893786,123217525.4567086,441135966.82517374,25837798.861345075,445094517.67004323
2019-03-16 03:12:00,192615682.01140392,68873489.89327803,740655381.8651173,134904142.01916504,322954414.93835944
2019-03-16 03:18:00,214805070.14428392,81344217.98907943,1117562843.1679707,169915778.97125268,388552214.31192607
2019-03-16 03:24:00,280139310.6418731,69466926.09424376,665602952.1479213,21158172.896993514,483248650.258363
2019-03-16 03:30:00,334965085.58701545,117122745.68789954,710131541.426863,13835711.330424873,434363122.4947872
2019-03-16 03:36:00,426895774.4936599,75946890.30529591,943419267.1809504,15386277.737360578,243421490.23579663
2019-03-16 03:42:00,219243173.4414945,34208000.74787787,888727619.3609475,18086366.331303976,196449290.30333436
2019-03-16 03:48:00,97385815.19551437,18210612.04613319,680735023.3359451,10893686.201538086,272738790.30794847
2019-03-16 03:54:00,27937772.222840715,24380516.114061046,548509026.7226131,107964519.9247698,346574650.9955801
2019-03-16 04:00:00,14334239.350253616,18056586.39745059,603618349.7301159,50529354.27343366,397987424.8125013
2019-03-16 04:06:00,51821108.53531581,22847322.82556196,540045850.3331678,37880113.49856687,188624066.980686
2019-03-16 04:12:00,82633297.55377991,63393053.98204586,602837581.6270049,43670984.970246896,220420361.1287186
2019-03-16 04:18:00,25821704.163591426,12721710.584862934,667232398.5376906,3120271.0829103887,235400433.99096656
2019-03-16 04:24:00,45366451.11901637,50728431.47518883,430483973.1110271,108600320.28390786,269635461.52443945
2019-03-16 04:30:00,88780679.2543803,50875600.15798975,493269426.1740792,823589.03125,435305602.83335847
2019-03-16 04:36:00,138466347.59069517,55434334.54148097,1156189339.6583652,857032.169269818,149301002.0328862
2019-03-16 04:42:00,172324143.34824878,50725977.23755658,646091085.8426558,813259.9375,167995465.12047
2019-03-16 04:48:00,69708858.97785237,71340351.63286595,691852351.0027161,111387411.96477519,289167212.3391392
2019-03-16 04:54:00,48854118.20374148,50210578.36199159,572223717.1044049,47926503.74459253,200097243.87927666
2019-03-16 05:00:00,33182618.20180969,77655481.61032969,586016651.0070066,13941799.23828125,168127840.46645555
2019-03-16 05:06:00,21920663.04249646,50347396.12758924,684989600.0309542,39001264.86400943,317264487.0416976
2019-03-16 05:12:00,45649074.16146999,55395765.12766156,755835309.3503593,9814801.310103932,444966107.2989187
2019-03-16 05:18:00,51997702.77345404,58627142.48783137,628491482.3461514,10732310.25185958,549516943.302285
2019-03-16 05:24:00,49328638.75150471,46802803.45119465,723290304.2254673,86939173.94046324,416777398.16307175
2019-03-16 05:30:00,25255039.07111056,36317617.40053348,760605626.4391882,35666835.50586758,130767818.40863921
2019-03-16 05:36:00,26841177.42586534,52152770.21900259,747743031.5561246,4159249.7901681033,460306134.23727417
2019-03-16 05:42:00,63312031.54503696,110373446.22143792,777163347.321183,19276614.160318963,351124911.13729507
2019-03-16 05:48:00,79684628.29552923,51905890.23159054,736473156.9152867,7445705.188652057,448889256.5976203
2019-03-16 05:54:00,68811812.89202727,32616777.07412603,899494749.4100754,20934558.783076674,301891713.8836957
2019-03-16 06:00:00,59645429.54056215,53067787.12529109,775086722.9744723,98898356.75354624,323363809.5009846
2019-03-16 06:06:00,34819255.05747571,82565760.5869697,1097899173.033369,165322318.83643535,315892456.80283886
2019-03-16 06:12:00,82439842.39580455,88281750.91948102,1012359374.218017,28395016.12100585,265543473.70863515
2019-03-16 06:18:00,45272094.24399494,60739753.46521482,762971422.9127383,100695123.4726974,534897768.9207552
2019-03-16 06:24:00,75865296.17734359,93679512.11649352,785674145.5603744,33213387.023199353,449583635.94229114
2019-03-16 06:30:00,314134041.0058783,75315858.15659696,582628171.9772097,41877413.14637888,431258477.8475391
2019-03-16 06:36:00,305629484.610052,78470617.2412505,599970805.5672374,87823204.92175528,539244483.4765725
2019-03-16 06:42:00,98397214.99131356,74315498.5294126,507645061.1293076,60317429.9644781,508769630.69990313
2019-03-16 06:48:00,52536134.10840167,129599226.8712012,604549067.9338278,119106375.32194844,555149149.8321786
2019-03-16 06:54:00,115284662.16112459,98270041.19243231,555843540.5275521,136512148.24521434,377104564.6339036
2019-03-16 07:00:00,51139741.43299021,82336142.57359946,566644081.2357535,33803839.810009845,649867880.3473535
2019-03-16 07:06:00,97701201.778289,91071078.88933872,773530631.4746172,15349208.984407755,447710321.26942086
2019-03-16 07:12:00,528795147.86345613,256093131.8873851,736104087.594565,29232979.09588596,499688724.19304574
2019-03-16 07:18:00,521682464.90351707,307310485.4366599,676408991.6191834,202170232.4914445,577676170.406056
2019-03-16 07:24:00,726184273.3938097,469322986.1613236,534122976.16372216,136918856.42297858,678741647.2269402
2019-03-16 07:30:00,251877320.8764839,224475844.90695572,1567305868.5341046,250359102.252004,728881941.9716063
2019-03-16 07:36:00,278567135.50551337,119694604.36723603,590568200.4774022,104111109.20775904,566696906.1397455
2019-03-16 07:42:00,610394696.7179588,191236358.25649112,615877923.9384093,197024918.04385623,605164137.8952819
2019-03-16 07:48:00,660785722.0623555,187255720.1218992,534536917.31719166,138234346.4294426,771888329.8751436
2019-03-16 07:54:00,727744011.8681675,135869816.99722648,713396586.4747169,57736695.20969524,920015150.7252066
2019-03-16 08:00:00,462331557.5568696,161782386.29664642,622261515.689775,302844935.1191988,793881316.8826953
2019-03-16 08:06:00,511833431.3545114,185052197.83868027,1619029184.7212665,150830432.09711093,561886826.3491795
2019-03-16 08:12:00,447635347.8865708,233595727.18597856,1192501299.0010335,256797288.5571153,802657567.5812768
2019-03-16 08:18:00,404539141.2698916,277438797.6517333,1130307852.4636939,147830950.6932769,911936948.6223363
2019-03-16 08:24:00,408500713.5490619,301235558.74123263,656928651.9635776,357530557.9656143,1080324862.7550528
2019-03-16 08:30:00,1016924222.8983977,277968521.50621545,731647849.2696142,302638402.9996504,1092143179.7435045
2019-03-16 08:36:00,498534911.07563204,332763924.0178581,651627807.4120986,367274446.98836434,1222723083.034449
2019-03-16 08:42:00,421861696.9043245,312719274.72766286,1109382189.5035892,328892593.64176,898658835.6408439
2019-03-16 08:48:00,642115980.9967349,210851042.14562824,1114878135.798201,127910489.51687735,1519620231.9378295
2019-03-16 08:54:00,325931755.248662,265754293.67161587,1063643819.8665695,211122366.26600945,994115926.0681908
2019-03-16 09:00:00,324654674.660256,277327845.3218352,1798569948.2625337,162958815.0233611,948605510.6978691
2019-03-16 09:06:00,361629617.29965687,326515462.2194927,1136665049.4837801,192784479.83253345,1300177512.8646429
2019-03-16 09:12:00,596403358.1566617,299235445.48623794,2368389100.3067365,254337420.40288723,1360097133.4422107
2019-03-16 09:18:00,1085678761.3323305,275817422.75158405,688218710.7791994,211789385.73503017,1321580987.7918591
2019-03-16 09:24:00,895468429.8209599,333307147.74413455,891377363.7244546,804840560.6740342,1248941311.135478
2019-03-16 09:30:00,600650057.3385898,358944669.95240045,475551945.4171568,260781446.70850623,1492548108.2052898
2019-03-16 09:36:00,673626875.2728947,381327127.2035545,531041428.2656025,89410395.38600011,1107302310.3977354
2019-03-16 09:42:00,655634731.8599166,348222430.47036135,872637441.9884433,96527128.93977346,1688811917.8730886
2019-03-16 09:48:00,849251968.2090665,332428645.50144166,1024604256.6048317,161910788.15669182,2368031174.9328127
2019-03-16 09:54:00,1022934915.874467,363882768.18760484,1104294777.2074714,122088363.84554002,1772765964.8055737
2019-03-16 10:00:00,739936018.929971,482496415.1945369,1484036646.3474565,250483867.83304483,1196478719.3343887
2019-03-16 10:06:00,864858922.7027661,446479017.01902586,1133684292.331718,282952518.9347117,1363259287.9493072
2019-03-16 10:12:00,1087764631.920918,449660340.8533937,898581245.0168387,466006561.7384455,1380990733.4362931
2019-03-16 10:18:00,1151308726.1504366,386231213.3297073,1135179411.3978145,525500284.51186085,1784082709.4397972
2019-03-16 10:24:00,1065416341.5153174,368678255.75314367,1106861449.1735158,276437295.96429825,1503693119.0623593
2019-03-16 10:30:00,1319781089.8377655,456872951.4373634,976080769.9845543,336496715.87724984,1803049115.3212
2019-03-16 10:36:00,1052269004.6160752,450387320.99949384,1457331714.9908133,354641368.25967026,1515175424.9954133
2019-03-16 10:42:00,1666410613.5336695,352816039.00689256,1143361075.919312,415926131.17302287,1106490027.389967
2019-03-16 10:48:00,1196690026.7800367,416955443.0937272,1194824095.210951,350569857.42732096,2777975678.676836
2019-03-16 10:54:00,1221898409.8035507,338817122.7246654,1159304618.5095315,596201699.2116859,1785618452.1319258
2019-03-16 11:00:00,942880689.7791408,532988002.34698796,1919218653.890768,486719720.44611317,1995766590.9036884
2019-03-16 11:06:00,870832284.0215636,499586973.87531036,1970347639.4494288,357872607.2612413,1734297460.4398446
2019-03-16 11:12:00,1119589503.638875,520423775.3138512,1778665543.2839274,332138627.3039557,1917351222.0098472
2019-03-16 11:18:00,1183576761.9720027,598637235.3309562,1609237431.4843125,274387355.58067423,2752716325.0986333
2019-03-16 11:24:00,957670938.534194,575586711.4131706,1053522441.2670054,334647644.0112326,1741681237.8713531
2019-03-16 11:30:00,1367209471.2585788,662231770.4625338,1238745321.7279565,594693906.6610013,2464364183.31702
2019-03-16 11:36:00,1165082181.6238036,554906554.5131286,1080847076.0855756,445693327.72782815,2352311790.5119267
2019-03-16 11:42:00,1429571380.8294742,701599700.3419582,1298943422.2195663,304391562.4009284,2174514872.3020535
2019-03-16 11:48:00,1060597277.4499496,665706458.7363296,2495905672.0465074,338431406.86395264,1940496465.3405538
2019-03-16 11:54:00,1081733927.0966449,528571701.2240728,1889479087.4940677,321072562.70724255,1328725125.0745506
2019-03-16 12:00:00,1224383188.276406,530967533.4601223,1575246379.5313327,354160621.23166114,1727224971.8313036
2019-03-16 12:06:00,1198694048.838517,640044912.262892,1757131443.1687493,523921644.4179068,1708312835.8443372
2019-03-16 12:12:00,1276558817.6533825,682252798.2420127,1773432427.1179461,335417405.19773746,1510002204.732531
2019-03-16 12:18:00,1443883546.2461061,588914269.5775893,1809724599.5805125,439901422.584067,1713483414.0158625
2019-03-16 12:24:00,989516052.8560717,671046173.2416534,1546824314.3606524,439195151.7443414,2136942712.172534
2019-03-16 12:30:00,1396980739.083498,656042239.5442492,1811987912.221512,490875448.80725217,1378911200.3939316
2019-03-16 12:36:00,1123809926.1212802,614602807.6714686,1933232901.3166265,319960094.65489084,1471498547.6167111
2019-03-16 12:42:00,1231416976.8965151,620032851.5466032,1866007223.9489121,387318069.73052615,1857131929.943622
2019-03-16 12:48:00,1453017071.5269725,715558649.6163731,2575119779.674174,272384881.59123844,1663073818.435102
2019-03-16 12:54:00,1455633756.745672,651864061.9347483,2587689580.387505,498391692.23104537,1199811545.8312168
2019-03-16 13:00:00,1357992904.523033,867017255.5753595,2357248564.1163764,490701181.87074566,2332221821.7140083
2019-03-16 13:06:00,1027286887.2546072,845328488.8248094,2163943509.649845,512574855.3445711,1941004600.1685648
2019-03-16 13:12:00,853153508.5316514,702160294.7516923,2720448938.229361,682239840.7342548,1349994112.4922934
2019-03-16 13:18:00,715380885.1960421,797518421.5469992,2779398698.0304,883700557.3432739,1658330719.2265306
2019-03-16 13:24:00,917859282.2340901,815492630.2999604,2076385424.1435683,1053183842.6573586,2046895849.698363
2019-03-16 13:30:00,1086774582.7812424,796702498.6582516,1742107855.5818045,1118038427.6016603,1751858205.905923
2019-03-16 13:36:00,1132887202.9382534,845334214.5666245,2019049519.1836648,1009693046.3737193,2743842480.3746667
2019-03-16 13:42:00,1422646153.7314177,912517172.5054108,1851826975.8393855,923677266.3831301,1411918137.024279
2019-03-16 13:48:00,1580258623.2932727,846773450.1546582,2512428277.1993995,644117161.4066236,1387727526.003114
2019-03-16 13:54:00,1107753886.9214985,843224866.2557724,1690071595.7686944,874954334.6409701,1814034951.0357084
2019-03-16 14:00:00,1045774429.2163203,717915891.4998761,1034648846.2148184,558849773.6801053,2168276349.974066
2019-03-16 14:06:00,1548366294.926906,771043132.9555242,1955104789.7194407,525441534.4574447,1617377158.8359945
2019-03-16 14:12:00,1907711554.52522,816908290.9189848,2869799725.52287,601684153.4163914,1513288137.1092405
2019-03-16 14:18:00,1124945720.6792717,857780170.6217909,2443650696.3691783,484782373.8693077,1340244400.5011811
2019-03-16 14:24:00,914265155.3219413,584237612.1378652,2072748998.932438,705462547.082891,1848897962.8072457
2019-03-16 14:30:00,932619508.5922546,671901585.3363216,2576767198.628909,561663986.6413699,1675469832.9300942
2019-03-16 14:36:00,1080406334.5531137,743461183.9827695,3204292239.272253,199092740.4079025,1232044385.980176
2019-03-16 14:42:00,1285560234.790523,743322894.8552454,3452467560.762859,352092433.8006752,1190941312.3524084
2019-03-16 14:48:00,1294489133.1329222,784873455.1477327,2207235357.0037355,206100852.80152088,1405945460.5367017
2019-03-16 14:54:00,838942473.5749985,706429047.5918497,2916981439.6923,64432288.70208692,1124817955.8827095
2019-03-16 15:00:00,1059130084.8087693,760177187.3896265,1893892973.6988719,123736440.16284944,1127531761.7587862
2019-03-16 15:06:00,1091034842.9850676,828842854.5966343,1679522653.1612527,299306936.07836235,1124062580.691401
2019-03-16 15:12:00,931120759.5946367,762991219.1627184,2231927772.6340923,348006781.39739573,1465828185.6959958
2019-03-16 15:18:00,1110594890.4378393,721353578.084311,2954378638.020593,330403969.27523965,1380648308.4579215
2019-03-16 15:24:00,1173117614.2213488,749914838.3786689,2485901935.039093,463340848.37591565,2075195734.9845552
2019-03-16 15:30:00,1323305704.117366,865936551.833904,2653020017.748869,471650483.1331068,2093756893.5905712
2019-03-16 15:36:00,1180142623.5363302,815478683.7853111,2234093678.0086,687852529.7803117,1783263749.9654055
2019-03-16 15:42:00,996161088.3395145,812448392.9630432,2254909519.5675755,812638803.1249776,1880372350.4261749
2019-03-16 15:48:00,1185497157.5873606,722491014.0829782,1957858277.7849524,500456545.4679872,1955196106.4814382
2019-03-16 15:54:00,1048034068.1602752,659137063.8879763,2119055351.0711656,443606278.34281784,1328902112.5721958
2019-03-16 16:00:00,982842711.0225136,709961700.6619211,1895153770.7694774,347459707.1909913,1525663609.4361763
2019-03-16 16:06:00,1149082233.6283207,946107919.6973528,1973649960.1641946,394581504.7043485,1635283380.7235186
2019-03-16 16:12:00,941145030.0866807,848761509.002748,2271164138.0208235,521135726.26597977,1706493126.5224473
2019-03-16 16:18:00,1566375308.6102974,861254898.5232303,2467150063.8820324,446446670.16374725,2341134818.5046573
2019-03-16 16:24:00,960989102.1486073,753863792.9391353,2537232316.8613963,204384024.6516321,1973799032.3244903
2019-03-16 16:30:00,1192421179.0095394,915517762.795593,2374886509.885047,490862200.72064716,1687757885.5821943
2019-03-16 16:36:00,1536516672.9277756,735349158.9883717,2554654715.490601,1006801003.6354723,2059513889.822278
2019-03-16 16:42:00,1383839142.4214165,651264236.2917169,2490835824.7045407,887183347.6397213,1888771728.724734
2019-03-16 16:48:00,1095754976.9080558,598234440.04804,3221102517.4404273,817346445.825373,1688957268.1081705
2019-03-16 16:54:00,1157350566.7078278,854378860.3366227,2318170675.1371694,605986032.4686962,1787010381.0783079
2019-03-16 17:00:00,1466577626.7971976,848277637.2714834,2962654269.838409,878557667.7307345,1454431260.147235
2019-03-16 17:06:00,952722495.152442,744737166.7946861,2882502448.6322274,562819478.4136183,1590190382.0235066
