date_time,Google,Twitter,Netflix,DailyMotion,Deezer
2019-05-21 16:00:00,1467067780.0457695,314256358.6181526,561467177.5840198,281314142.3409364,475559654.47019786
2019-05-21 16:06:00,939625140.3652747,358363626.62480915,753861801.7666613,134959952.23843366,683930449.5478437
2019-05-21 16:12:00,875714232.9563518,316156793.15415174,535019511.3686194,251356300.94326463,718596158.1958568
2019-05-21 16:18:00,1090206054.1504326,354693922.70193875,917624192.8508004,286863508.77674925,914120846.3995193
2019-05-21 16:24:00,1180549983.9891775,369553545.8669692,762372842.7188079,228291973.7893749,711399091.3608491
2019-05-21 16:30:00,1896327392.754632,236499633.73365545,854770654.5597893,322899752.17700803,842121141.7284223
2019-05-21 16:36:00,1590926668.4649818,290944814.15118474,748266550.8114936,496413653.5613953,1014025809.341903
2019-05-21 16:42:00,1444468081.310766,296826826.1054947,794093561.3019818,538891413.4232564,1328380208.4308255
2019-05-21 16:48:00,1251356119.5714488,277480915.14562845,488744468.2903549,185797653.8572283,1261692935.1513064
2019-05-21 16:54:00,1065339048.4586446,274598125.08513457,1502507063.4608893,446377539.83183867,1388833698.2871552
2019-05-21 17:00:00,1982046211.1748934,246783908.4095952,582919002.0276399,597992219.5964179,1172638625.7620616
2019-05-21 17:06:00,1405853170.6817284,302929411.4154154,464162177.9963258,359705033.91377217,831681067.8402513
2019-05-21 17:12:00,1709043558.7147334,231432907.30704418,462235890.6764301,425820780.9968,1579358117.138218
2019-05-21 17:18:00,1248316875.8294306,280815835.10896164,448374009.7483887,196844767.50516975,1681653724.3803258
2019-05-21 17:24:00,1555248588.0481138,275322817.9244663,622438160.90538,536568876.5655789,1388503530.7274134
2019-05-21 17:30:00,2282462910.7717752,278585622.48212844,893737826.0594226,568896005.7404168,1629542580.067266
2019-05-21 17:36:00,1995119972.1994038,308451835.44660413,678615254.483636,664598095.8898668,930895354.7336922
2019-05-21 17:42:00,1484457940.5393512,310857195.9589201,765390501.8794595,473108300.40073407,1075721479.4471712
2019-05-21 17:48:00,1166934443.4513447,325606411.95732856,626824318.4419472,334460936.4705874,1109101187.3395343
2019-05-21 17:54:00,1409169428.4785724,285501595.59283906,1115441101.205412,432755257.02950114,1671045327.1073525
2019-05-21 18:00:00,1361373262.4033697,312956157.90351695,1824384037.573632,418882871.8699985,575756821.034039
2019-05-21 18:06:00,1454818082.469383,396192582.8065536,981134282.5230758,495169354.26187444,972633249.5986147
2019-05-21 18:12:00,931384014.9431148,358897376.7713946,987080443.2538751,394412126.31790406,992398189.3828504
2019-05-21 18:18:00,1076849760.1570988,347861408.63572407,2103130374.323889,506878169.93705535,920416772.4272199
2019-05-21 18:24:00,1298121285.540178,268226249.16343725,994056874.6787996,379551030.5075591,975030368.50653
2019-05-21 18:30:00,1429508809.7723513,320659965.70523286,575036654.6861428,640525797.6652843,721272734.5517613
2019-05-21 18:36:00,1363072983.7535472,311714935.1905877,1091920536.9590747,438742401.65672857,830362195.6612315
2019-05-21 18:42:00,1305816230.5378902,363905757.1698936,870107362.3249239,391137305.6736002,862474397.9872407
2019-05-21 18:48:00,1216977161.5286098,240950207.87107345,871881175.3648461,207009495.9926256,687009794.3419371
2019-05-21 18:54:00,875017202.00084,228761118.21145058,937143194.6970141,423520837.69992137,634597232.1327144
2019-05-21 19:00:00,1289095319.9939475,300712486.68633586,1164115631.3956587,525217205.5474878,534921097.4783579
2019-05-21 19:06:00,1443824068.774042,287770612.45431244,2018551553.4373016,349358996.6255996,944160076.2585963
2019-05-21 19:12:00,1100713098.3418868,188455001.19728202,963905402.3749434,533195499.5961097,901325373.35556
2019-05-21 19:18:00,1056048419.940237,262811023.9642361,1924403807.755302,360034090.54007715,620121197.9153942
2019-05-21 19:24:00,985972230.8850698,277728293.34652865,1131224749.6710136,228184051.42063344,417121900.51149815
2019-05-21 19:30:00,786278655.7904775,283203135.9268624,1151912163.3662744,187604809.8063238,451746841.91811174
2019-05-21 19:36:00,1069036888.151735,270502806.47657454,1197447678.1488173,238711054.42746037,1512685832.1320648
2019-05-21 19:42:00,847532222.6440957,303953188.03718656,1430666152.4976318,281803247.32981694,1736911670.3257885
2019-05-21 19:48:00,1021786151.3828194,305220066.5157747,1521604787.8731143,154821009.47295436,1605283857.028861
2019-05-21 19:54:00,647431407.6147442,270851670.6174207,1835357948.5764039,191586499.0225033,450393455.8722733
2019-05-21 20:00:00,1316583509.9587903,271738655.30430746,2237886022.447112,201962834.44792068,449166911.6897219
2019-05-21 20:06:00,1023503417.8281856,266581961.7722597,1581850169.9092026,153547745.81194156,433988795.1279309
2019-05-21 20:12:00,1406232296.7250843,281214127.52935374,1564376594.6496108,330967887.46442634,448801142.48481554
2019-05-21 20:18:00,1566628090.9724536,236728828.77149984,1955982194.9080307,330064599.44349694,325428900.60303634
2019-05-21 20:24:00,1059243803.1180733,238755559.60057563,2085391854.880504,131719165.06368591,656061878.1533253
2019-05-21 20:30:00,1226736263.1536858,260916703.18571463,1798099711.2488434,264389455.46472248,493324251.52337337
