date_time,Twitter,Netflix,DailyMotion,Google,Deezer
2019-05-02 05:18:00,45540025.20823688,89594728.29008192,3575380.535058536,88111500.27128294,42896067.13551152
2019-05-02 05:24:00,12041788.301129315,80219329.32970259,11063790.370314592,103106173.00603348,12322451.72817366
2019-05-02 05:30:00,57430302.89850218,34741023.619213745,4216548.940624037,118129270.2303033,15963406.905200155
2019-05-02 05:36:00,24714694.79552549,37962627.14218117,81178396.34272009,81417491.67719828,10010984.36998324
2019-05-02 05:42:00,49605906.40047735,21192825.79541736,80366749.08002928,148813057.93678963,47758968.93953058
2019-05-02 05:48:00,139378644.34251156,67173438.57393235,2454973.381027466,123338828.3312706,51594925.96160091
2019-05-02 05:54:00,52716673.0839248,158176457.5634779,2846087.7354166373,341255420.4628821,27933569.57086051
2019-05-02 06:00:00,91732195.32793768,63660997.16140197,7435333.741694308,175186923.60092467,36604415.47891409
2019-05-02 06:06:00,80483418.53039125,30904375.22180041,6943949.48269929,133095429.34165806,44292482.75103594
2019-05-02 06:12:00,51082929.81153004,45816029.80293425,10992355.100793274,161485767.35677034,29465064.60798063
2019-05-02 06:18:00,36225916.65203946,36525041.27332668,6632810.4625978265,82462885.62651959,47817284.37855603
2019-05-02 06:24:00,59519957.27442619,148501607.86109298,27278925.15270287,90973481.30832915,92207930.36604731
2019-05-02 06:30:00,137500794.5559676,61131058.92854002,86780587.74401845,288631204.6187875,97145283.72781056
2019-05-02 06:36:00,106884166.64318264,114084349.94859378,162790873.83785188,240275407.30162758,115875373.12352233
2019-05-02 06:42:00,173668272.03559148,125203912.25866236,148327056.51651534,271279705.5660106,94953559.18086515
2019-05-02 06:48:00,161414634.79921633,154246174.0049486,39888067.83459752,282247331.21157193,134524776.68839097
2019-05-02 06:54:00,147455045.13942656,79775575.90884094,271132687.4701479,239239072.79673946,114504623.22874428
2019-05-02 07:00:00,183092295.5907784,334162500.65815115,245533684.23632476,475638234.30479586,196501069.61882782
2019-05-02 07:06:00,166983587.1664317,212561253.97241318,192169989.27869776,391961974.8589461,234623344.81993607
2019-05-02 07:12:00,186229090.73996696,252803298.16502616,188739418.1564083,626763328.4558009,242477342.1154456
2019-05-02 07:18:00,290637982.41242194,325324102.9089854,308518339.03568053,698232419.693885,214287059.88680133
2019-05-02 07:24:00,312138819.21547884,639326709.0497782,163044989.00389925,869263424.2152109,208526399.50457603
2019-05-02 07:30:00,319387029.8087867,264826783.2157186,266269768.1538432,653756871.0506737,592981941.1626812
2019-05-02 07:36:00,373524366.8707002,501149539.93293554,179717516.36931807,1015868504.3457361,454941111.6772125
2019-05-02 07:42:00,440681519.45285636,660551174.3010416,167642712.2817521,567828893.0919213,343273137.2842205
2019-05-02 07:48:00,394964105.2327502,369592018.9201676,224727955.93880093,526466990.1644093,596594491.3945078
2019-05-02 07:54:00,363773516.34828734,1044388565.8505025,96824403.49785808,670779711.9785817,600970579.3792057
2019-05-02 08:00:00,421128650.51960415,368604955.9966258,209329485.32034245,1234815805.5193026,398036169.5368108
2019-05-02 08:06:00,372962457.5872573,413977721.0001352,154655909.22671568,592989941.5558851,780213190.8052473
2019-05-02 08:12:00,316573992.75991774,292637211.8548706,117415973.83150336,435666165.9883748,567101377.6249838
2019-05-02 08:18:00,364271087.28074014,1530654508.146633,276246581.81188047,999279314.0031115,332315458.5877696
2019-05-02 08:24:00,402467978.93130654,423981890.1785575,173635383.45899907,951709991.3812118,498123804.43833965
2019-05-02 08:30:00,374002161.30893034,512679343.36587685,107395900.14387092,623346905.3002561,412532937.98645186
2019-05-02 08:36:00,259673624.69735667,508583855.1260325,330347854.451358,1083642779.1663985,640722377.0979781
2019-05-02 08:42:00,263029071.52651316,641359685.567395,56836611.28363644,670663160.6092842,558332519.6032414
2019-05-02 08:48:00,357606348.96168256,444018177.6123148,82632325.47767492,1122973438.7871284,454806552.22884864
2019-05-02 08:54:00,398273392.3520678,377994904.1190239,46750235.66176179,1093345307.0063171,532624491.36378986
2019-05-02 09:00:00,276531441.5983329,316865708.7530627,79035116.45545009,1025071410.8819652,470444497.51909024
